ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.545,-1.0415,10.416,-1.4041,-1.4267,9.6002,-1.141,0.3853,0.8158,-0.0277,-0.0543,0.0085,0,-11.16,11.04,-9.18,51.22,8.49,8.45,3.1,986.47,71.515,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,756375,2018-07-24 08:08:09:028
-0.8428,-1.1097,10.6985,-1.53,-1.4158,9.5825,0.6872,0.3061,1.116,-0.0128,-0.0021,0.0128,0,-11.22,10.86,-9,51.26,8.41,8.81,3.1,986.49,70.339,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,756874,2018-07-24 08:08:09:527
-1.3982,-1.3132,9.4056,-1.4961,-1.4087,9.5889,0.0979,0.0955,-0.1833,0.016,0.0256,0.0053,0,-10.56,11.04,-9.06,51.29,8.24,9.33,3.1,986.5,68.764,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,757375,2018-07-24 08:08:10:028
-1.6508,-1.9381,9.8845,-1.4847,-1.3968,9.5924,-0.1661,-0.5413,0.292,0.0224,-0.0405,0,0,-10.56,11.22,-9.06,51.18,8.19,8.9,3.1,986.47,68.407,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,757875,2018-07-24 08:08:10:528
-2.1069,-1.3719,10.4399,-1.3212,-1.3747,9.6195,-0.7857,0.0028,0.8204,0.0032,-0.0394,-0.0043,0,-10.5,11.22,-9.06,48.65,8.18,8,3.1,986.51,68.112,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,758374,2018-07-24 08:08:11:027
-1.7681,-1.5455,9.4188,-1.2483,-1.4011,9.6254,-0.5198,-0.1443,-0.2066,-0.0011,0.0224,-0.0096,0,-10.56,11.16,-9.18,50.84,8.19,7.3,3.1,986.47,68.488,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,758875,2018-07-24 08:08:11:528
-1.913,-1.6532,9.5385,-1.44,-1.3963,9.5993,-0.4729,-0.2569,-0.0608,0.0085,0.0309,-0.0032,0,-10.74,11.16,-9.3,51.05,8.18,8.26,3.1,986.53,69.451,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,759375,2018-07-24 08:08:12:028
-1.3827,-1.4473,9.6702,-1.3677,-1.3926,9.6104,-0.015,-0.0547,0.0597,-0.0075,-0.049,0.0085,0,-10.68,10.86,-9.12,50.98,8.11,8.08,3.1,986.61,70.433,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,759874,2018-07-24 08:08:12:527
-1.0618,-1.3467,9.0573,-1.303,-1.4243,9.6148,0.2412,0.0776,-0.5575,0.0032,0.0682,0.0085,0,-10.68,10.8,-9.36,50.98,8.32,7.64,3.1,986.54,71.481,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,760375,2018-07-24 08:08:13:028
-2.0746,-1.6664,8.758,-1.3256,-1.4664,9.6054,-0.749,-0.2,-0.8474,0.0021,0.0309,-0.0117,0,-10.68,10.74,-9.3,51.17,8.59,8,3.1,986.51,69.205,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,760875,2018-07-24 08:08:13:528
-1.2869,-1.4593,8.9256,-1.4442,-1.511,9.5813,0.1573,0.0518,-0.6557,0.0149,0,-0.0117,0,-10.62,10.68,-9.12,51.39,8.79,8.64,3.1,986.5,70.455,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,761375,2018-07-24 08:08:14:028
-1.2953,-1.6125,9.9862,-1.4243,-1.4806,9.589,0.129,-0.1319,0.3972,-0.0096,-0.0533,-0.0096,0,-10.56,10.8,-9.06,51.29,8.72,8.3,3.1,986.47,72.016,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,18 / 22,761874,2018-07-24 08:08:14:527
-1.7466,-1.2378,9.6175,-1.3785,-1.4735,9.5968,-0.3681,0.2357,0.0207,-0.0128,0.0618,0,0,-12.54,10.8,-9.3,55.27,8.65,8.29,3.1,986.53,71.875,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,762375,2018-07-24 08:08:15:028
-1.5179,-1.6065,8.5665,-1.4267,-1.4406,9.5948,-0.0912,-0.1659,-1.0283,-0.0352,-0.0011,-0.0107,0,-11.52,10.86,-9.3,53.13,8.2,8.03,3.1,986.5,70.715,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,762875,2018-07-24 08:08:15:528
-1.6712,-1.5263,9.183,-1.4311,-1.5042,9.5843,-0.24,-0.0221,-0.4014,-0.0117,0.0575,-0.0043,0,-11.1,10.68,-9.3,51.38,8.84,8.49,3.1,986.53,72.19,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,763375,2018-07-24 08:08:16:028
-1.1109,-1.731,9.2356,-1.5517,-1.5404,9.5598,0.4408,-0.1906,-0.3242,-0.0138,-0.0298,0.0053,0,-11.16,10.74,-9.3,51.68,9.15,9.31,3.1,986.5,71.307,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,763875,2018-07-24 08:08:16:528
-1.0511,-1.2234,9.5864,-1.5567,-1.4995,9.5655,0.5057,0.2761,0.0209,0.0043,0.0682,0.0096,0,-11.16,10.62,-9.24,51.55,8.88,9.26,3.1,986.48,69.438,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,764375,2018-07-24 08:08:17:028
-1.6424,-1.3767,9.9323,-1.3578,-1.4163,9.6084,-0.2847,0.0396,0.324,0,-0.1001,0.017,0,-11.1,10.26,-9.3,54.04,8.29,8.32,3.1,986.5,71.095,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,764875,2018-07-24 08:08:17:528
-1.5634,-1.5622,10.325,-1.5349,-1.3974,9.5845,-0.0286,-0.1649,0.7405,0.0224,-0.0597,-0.0043,0,-11.04,10.38,-9.54,54.95,8.23,9.18,3.1,986.48,71.729,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,765375,2018-07-24 08:08:18:028
-1.4976,-1.4868,10.07,-1.3744,-1.4494,9.6011,-0.1232,-0.0374,0.4689,-0.0234,-0.0746,-0.0011,0,-10.92,10.62,-9.3,51.18,8.5,8.22,3.1,986.45,71.293,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,765876,2018-07-24 08:08:18:529
-1.3695,-1.251,8.8885,-1.3246,-1.4191,9.6126,-0.0449,0.1682,-0.7241,-0.0128,0.0202,0,0,-10.98,10.68,-9.42,51.16,8.45,8.22,3.1,986.49,69.187,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,766375,2018-07-24 08:08:19:028
-1.1935,-1.7154,9.2213,-1.3817,-1.4827,9.595,0.1882,-0.2328,-0.3737,0.0096,-0.0149,-0.0138,0,-10.92,10.5,-9.42,51.23,8.65,8.11,3.1,986.44,70.628,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,766875,2018-07-24 08:08:19:528
-1.4772,-1.4748,9.8689,-1.3771,-1.4821,9.5957,-0.1002,0.0072,0.2732,-0.0224,0.0543,-0.0053,0,-10.86,10.62,-9.36,51.25,8.66,8.21,3.1,986.45,67.445,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,767375,2018-07-24 08:08:20:028
-1.1612,-1.251,9.748,-1.4871,-1.5276,9.5721,0.3259,0.2766,0.1759,0.0075,-0.0895,0.0053,0,-10.8,10.62,-9.24,51.43,8.83,8.76,3.1,986.36,70.212,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,767875,2018-07-24 08:08:20:528
-0.9565,-1.8088,8.4898,-1.4242,-1.5214,9.5827,0.4677,-0.2874,-1.0928,-0.0011,-0.0692,0.0064,0,-10.8,10.5,-9.36,51.37,8.88,8.3,3.1,986.37,71.288,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,768375,2018-07-24 08:08:21:028
-1.6759,-1.4976,9.7336,-1.3046,-1.5188,9.6001,-0.3714,0.0213,0.1335,0.0352,-0.033,-0.0085,0,-10.98,10.62,-9.66,52.08,8.89,8.04,3.1,986.38,70.96,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,768875,2018-07-24 08:08:21:528
-0.6033,-1.5251,8.7053,-1.3686,-1.4773,9.5977,0.7652,-0.0478,-0.8923,-0.0181,0.016,0.0075,0,-10.92,10.5,-9.72,52.01,8.73,8.08,3.1,986.33,68.423,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,769375,2018-07-24 08:08:22:028
-1.0355,-1.9561,8.588,-1.4254,-1.5052,9.585,0.3899,-0.4508,-0.997,0.0064,-0.033,-0.0064,0,-10.86,10.5,-9.18,51.32,8.75,8.37,3.1,986.31,69.684,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,16 / 22,769875,2018-07-24 08:08:22:528
-1.8842,-1.5395,9.2081,-1.3595,-1.5334,9.5901,-0.5247,-0.006,-0.382,0.0011,0.0138,-0.0085,0,-11.04,10.5,-9.36,51.39,9.01,8.13,3.1,986.32,70.275,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,17 / 22,770375,2018-07-24 08:08:23:028
-0.9074,-1.6448,9.4427,-1.3541,-1.531,9.5913,0.4467,-0.1138,-0.1486,-0.0011,-0.1513,-0.0032,0,-11.22,10.56,-9.24,51.27,8.83,7.96,3.1,986.32,69.485,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,17 / 22,770875,2018-07-24 08:08:23:528
-1.6688,-1.0044,9.9036,-1.3738,-1.4606,9.5995,-0.2949,0.4562,0.3042,0.0064,0.0383,-0.0064,0,-11.04,10.56,-9.18,51.15,8.59,7.9,3.1,986.33,72.353,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,17 / 22,771374,2018-07-24 08:08:24:027
-1.7789,-1.5299,9.347,-1.329,-1.4414,9.6087,-0.4498,-0.0884,-0.2617,-0.0075,-0.0586,0.0053,0,-10.74,10.32,-8.82,54.06,8.5,7.88,3.1,986.3,68.81,42.445427,-83.329315,493.55,649.5356132,,76.25,44.041935,298.6,17 / 22,771875,2018-07-24 08:08:24:528
-1.7346,-1.136,9.2273,-1.3388,-1.3048,9.6268,-0.3958,0.1688,-0.3996,-0.0383,0.1193,0.0021,0,-10.62,10.14,-8.88,53.64,7.7,7.71,3.1,986.3,70.617,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,772375,2018-07-24 08:08:25:028
-1.804,-0.8811,9.3242,-1.3492,-1.1602,9.6439,-0.4548,0.2792,-0.3196,-0.0202,0.0597,0.0011,0,-10.62,10.14,-9.42,53.32,6.87,8,3.1,986.25,70.927,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,772874,2018-07-24 08:08:25:527
-0.9349,-1.0391,9.0178,-1.3024,-1.1655,9.6496,0.3675,0.1264,-0.6319,0.0032,-0.0874,0,0,-10.74,10.2,-9.66,53.88,6.76,7.78,3.1,986.26,69.602,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,773374,2018-07-24 08:08:26:027
-1.3036,-1.2546,9.9874,-1.1976,-1.1621,9.6636,-0.106,-0.0925,0.3238,-0.0107,-0.0756,0.0032,0,-10.8,10.2,-9.6,53.67,6.71,7.03,3.1,986.28,71.779,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,773875,2018-07-24 08:08:26:528
-1.9788,-1.7178,9.8462,-1.1642,-1.1804,9.6655,-0.8146,-0.5374,0.1807,-0.0043,-0.0149,-0.0085,0,-10.92,10.2,-9.6,53.71,6.87,6.86,3.1,986.25,68.39,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,774374,2018-07-24 08:08:27:027
-1.2031,-1.2318,10.0054,-1.2094,-1.2888,9.6461,0.0064,0.057,0.3593,-0.0032,-0.0565,0.0021,0,-10.98,10.32,-9.72,54.16,7.56,7.24,3.1,986.25,72.326,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,774875,2018-07-24 08:08:27:528
-0.9673,-1.5083,9.3649,-1.2938,-1.3323,9.6292,0.3265,-0.1761,-0.2643,-0.0011,-0.0874,-0.0011,0,-10.98,10.2,-9.48,53.64,7.73,7.62,3.1,986.25,72.046,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,775375,2018-07-24 08:08:28:028
-1.3276,-0.9984,9.2368,-1.2636,-1.3238,9.6344,-0.064,0.3255,-0.3975,-0.0075,-0.0394,0.0011,0,-11.1,9.72,-9.42,53.63,7.77,7.48,3.1,986.25,70.639,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,775875,2018-07-24 08:08:28:528
-1.5,-0.8104,8.8202,-1.1414,-1.3221,9.6498,-0.3585,0.5117,-0.8296,-0.0138,-0.0437,-0.0096,0,-10.86,9.84,-9.42,53.52,7.74,7.02,3.1,986.2,71.91,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,776375,2018-07-24 08:08:29:028
-2.4361,-1.7645,9.8378,-1.2533,-1.3187,9.6364,-1.1828,-0.4458,0.2014,0.0096,0.0756,-0.0181,0,-10.92,10.08,-9.18,53.63,7.8,7.43,3.1,986.24,70.004,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,776875,2018-07-24 08:08:29:528
-0.085,-0.6524,12.1386,-1.48,-1.4036,9.5922,1.395,0.7512,2.5464,0.0746,-0.5742,0.0096,0,-11.04,9.84,-9.18,53.92,7.93,8.55,3.1,986.19,69.606,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,777375,2018-07-24 08:08:30:028
-1.4988,-1.2306,9.6929,-0.9191,-1.5239,9.6438,-0.5797,0.2933,0.0491,-0.0202,0.0277,0.0043,0,-11.46,9.78,-9.24,53.77,8.99,5.32,3.1,986.18,72.28,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,777875,2018-07-24 08:08:30:528
-1.3838,-1.3408,8.9866,-1.0814,-1.4984,9.631,-0.3024,0.1576,-0.6443,0.0288,-0.0032,0.0117,0,-11.46,9.84,-9.42,53.93,8.84,6.43,3.1,986.13,71.484,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,778375,2018-07-24 08:08:31:028
-1.2881,-1.0199,10.0521,-1.3404,-1.5839,9.5846,0.0523,0.5639,0.4674,-0.0138,0.0618,0.0128,0,-11.46,9.84,-9.42,54.44,9.31,7.86,3.1,986.09,69.972,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,778875,2018-07-24 08:08:31:528
-1.6113,-1.5754,9.3422,-1.3386,-1.6118,9.5802,-0.2727,0.0364,-0.238,0.0075,0.0181,-0.0021,0,-11.16,9.78,-8.64,54.57,9.48,8.1,3.1,986.11,68.713,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,779375,2018-07-24 08:08:32:028
-1.4856,-1.3922,9.8306,-1.4452,-1.6113,9.5648,-0.0404,0.2191,0.2658,0.0021,0.0202,0.0085,0,-11.88,9.84,-8.34,55.87,9.51,8.58,3.1,986.11,71.127,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,779875,2018-07-24 08:08:32:528
-1.5766,-1.1899,9.2488,-1.446,-1.5939,9.5676,-0.1306,0.404,-0.3188,-0.0064,0.0298,0.0021,0,-12.06,9.96,-8.4,55.77,9.24,8.64,3.1,986.07,67.477,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,780375,2018-07-24 08:08:33:028
-1.2869,-0.7626,10.6518,-1.439,-1.5824,9.5706,0.1522,0.8198,1.0812,-0.0075,0.0032,0.0021,0,-12.24,10.14,-8.64,56.6,9.34,8.7,3.1,986.07,70.634,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,780876,2018-07-24 08:08:33:529
-0.7661,-1.2426,9.9072,-1.2671,-1.6037,9.5913,0.501,0.3611,0.3159,-0.0298,0.0043,0.0075,0,-12.78,10.2,-8.88,58.25,9.36,7.2,3.1,986.07,69.125,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,781375,2018-07-24 08:08:34:028
-1.342,-1.1779,9.3063,-1.3002,-1.6164,9.5847,-0.0418,0.4384,-0.2785,-0.0138,0.0565,0.0138,0,-12.84,10.68,-8.82,55.55,9.47,7.79,3.1,986.11,71.485,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,781875,2018-07-24 08:08:34:528
-1.2653,-1.5467,9.979,-1.3429,-1.5613,9.588,0.0776,0.0146,0.3911,-0.0053,-0.0341,0.0064,0,-13.02,10.68,-8.76,55.47,9.19,8.07,3.1,986.1,70.899,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,782375,2018-07-24 08:08:35:028
-1.6795,-1.0846,10.7033,-1.3654,-1.4798,9.5977,-0.3141,0.3952,1.1056,-0.0021,0.033,0.0043,0,-13.08,11.16,-8.88,55.26,8.79,7.76,3.1,986.1,70.392,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,782875,2018-07-24 08:08:35:528
-1.4485,-1.0355,9.7073,-1.4032,-1.3927,9.6053,-0.0453,0.3572,0.102,-0.0075,-0.1332,0.0043,0,-12.96,11.34,-8.82,55.04,8.18,8.03,3.1,986.13,68.636,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,783375,2018-07-24 08:08:36:028
-1.2198,-1.142,9.2488,-1.2862,-1.2974,9.635,0.0663,0.1553,-0.3862,0.0053,-0.0011,0.0032,0,-12.06,11.52,-8.4,49.53,7.51,7.88,3.1,986.11,70.643,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,783875,2018-07-24 08:08:36:528
-1.1121,-1.0032,9.4786,-1.4996,-1.2843,9.6058,0.3875,0.2811,-0.1272,0.016,-0.0522,0.0107,0,-11.82,11.58,-8.28,49.64,7.49,8.63,3.1,986.12,72.665,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,784375,2018-07-24 08:08:37:028
-0.8404,-0.2921,8.9208,-1.4036,-1.2745,9.6216,0.5632,0.9824,-0.7009,0,0.0969,0.0245,0,-12.36,11.58,-8.58,50.32,7.61,8.52,3.1,986.14,67.827,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,784875,2018-07-24 08:08:37:528
-1.0726,-1.5275,10.3286,-1.7097,-1.2887,9.5701,0.6371,-0.2388,0.7585,0.0192,-0.0597,0.017,0,-12.6,11.58,-8.64,52.47,7.47,10.1,3.1,986.14,70.733,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,785374,2018-07-24 08:08:38:027
-1.9166,-2.2098,8.7221,-1.5197,-1.3084,9.5994,-0.3969,-0.9015,-0.8774,0.0138,0.0565,-0.017,0,-12.66,11.64,-8.76,52.39,7.63,9.11,3.1,986.09,70.582,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,785875,2018-07-24 08:08:38:528
-1.057,-0.9062,9.0106,-1.7006,-1.3189,9.5676,0.6436,0.4127,-0.557,-0.0085,0.1023,-0.0021,0,-12.66,11.64,-8.76,52.57,7.76,10.09,3.1,986.08,69.533,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,786375,2018-07-24 08:08:39:028
-0.9984,-1.6316,9.3649,-1.4722,-1.1905,9.6221,0.4739,-0.4411,-0.2572,0.0117,0.0266,-0.0032,0,-12.9,11.88,-8.7,52.07,7.01,8.49,3.1,986.1,70.252,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,15 / 22,786875,2018-07-24 08:08:39:528
-1.5897,-1.4305,9.5014,-1.4714,-1.294,9.6089,-0.1183,-0.1365,-0.1075,0.0011,-0.0277,-0.0053,0,-12.66,11.7,-8.7,52.29,7.48,8.83,3.1,986.12,69.35,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,787375,2018-07-24 08:08:40:028
-1.1289,-0.838,8.6562,-1.3435,-1.3125,9.6251,0.2147,0.4745,-0.9689,-0.0309,0.0234,-0.0075,0,-12.72,11.94,-8.76,52.29,7.76,8.14,3.1,986.12,69.866,42.447,-83.33305,516.13,659.3546539,,73.19,73.40322,298.4,17 / 22,787875,2018-07-24 08:08:40:528
-0.9433,-1.2773,10.6482,-1.5929,-1.3309,9.5845,0.6496,0.0536,1.0638,0.0352,0.0256,0.0032,0,-14.52,12.3,-10.26,56.42,7.74,9.01,3.1,986.1,68.888,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,788375,2018-07-24 08:08:41:028
-1.8483,-1.731,8.4779,-1.5149,-1.2887,9.6029,-0.3335,-0.4423,-1.125,0.0075,0.0096,-0.0085,0,-14.76,11.76,-9.96,56.29,7.41,9,3.1,986.08,72.297,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,788875,2018-07-24 08:08:41:528
-2.1284,-1.6352,8.9615,-1.5202,-1.3297,9.5964,-0.6083,-0.3055,-0.6349,0.0107,0.0692,-0.0085,0,-13.14,11.4,-8.58,55.03,7.8,9.04,3.1,986.06,69.664,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,789375,2018-07-24 08:08:42:028
-1.3479,-1.4174,8.4408,-1.5585,-1.2898,9.5957,0.2106,-0.1276,-1.155,0.0288,-0.0138,-0.0032,0,-12.54,11.4,-8.58,55.01,7.56,9.6,3.1,986.07,72.457,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,789875,2018-07-24 08:08:42:528
-1.0163,-1.3862,9.4427,-1.7339,-1.1925,9.5782,0.7175,-0.1938,-0.1355,-0.0107,0.1012,0.0011,0,-12.54,11.4,-8.88,54.88,7.07,10.04,3.1,986.06,71.192,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,790375,2018-07-24 08:08:43:028
-1.1911,-1.6855,8.1906,-1.4636,-1.1145,9.6326,0.2725,-0.571,-1.442,0.0149,-0.0341,-0.0107,0,-12.72,11.34,-8.94,54.51,6.44,9.02,3.1,986.05,70.732,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,790875,2018-07-24 08:08:43:528
-1.33,-0.8703,10.4567,-1.449,-1.11,9.6353,0.119,0.2397,0.8214,0.0181,0.0639,0.0021,0,-12.78,11.22,-9,54.41,6.47,8.31,3.1,986.11,70.845,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,791375,2018-07-24 08:08:44:028
-0.9421,-1.0044,9.6917,-1.5152,-1.1416,9.6214,0.5731,0.1372,0.0703,0.0256,-0.0756,0,0,-12.72,11.1,-8.94,54.57,6.59,9.09,3.1,986.08,72.024,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,791875,2018-07-24 08:08:44:528
-1.3288,-1.7142,8.1523,-1.2491,-1.361,9.6311,-0.0797,-0.3533,-1.4788,0.0096,-0.0618,-0.0053,0,-14.7,10.68,-8.88,58.17,7.69,7.77,3.1,986.09,73.324,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,792375,2018-07-24 08:08:45:028
-1.719,-1.5514,10.7751,-1.3245,-1.4346,9.6103,-0.3946,-0.1169,1.1648,0.0394,-0.0362,-0.0245,0,-14.7,10.56,-8.82,58.44,8.33,8,3.1,986.09,71.884,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,792875,2018-07-24 08:08:45:528
-1.962,-1.2222,9.0297,-1.7052,-1.4988,9.5402,-0.2568,0.2766,-0.5105,0.0064,0.0629,0.0021,0,-13.14,10.56,-8.88,55.53,8.81,9.94,3.1,986.1,71.512,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,793375,2018-07-24 08:08:46:028
-1.1109,-0.9433,8.3773,-1.784,-1.4599,9.5319,0.6731,0.5166,-1.1545,-0.0021,0.1374,0.0096,0,-13.08,10.56,-8.82,55.45,8.5,10.31,3.1,986.07,70.721,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,793875,2018-07-24 08:08:46:528
-0.8523,-1.3108,10.0688,-1.8055,-1.4044,9.5362,0.9532,0.0936,0.5327,-0.0043,-0.0543,0.0138,0,-12.9,10.8,-8.88,55.41,8.21,10.88,3.1,986.08,70.9,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,794375,2018-07-24 08:08:47:028
-1.33,-1.403,9.4739,-1.816,-1.4131,9.5329,0.486,0.0101,-0.059,-0.0309,0.033,0.0053,0,-12.78,10.68,-8.76,55.39,8.27,10.47,3.1,986.04,70.323,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,794875,2018-07-24 08:08:47:528
-1.2833,-1.6113,9.5158,-1.9257,-1.4146,9.5111,0.6424,-0.1967,0.0047,-0.0277,-0.0618,0.0085,0,-12.12,10.2,-8.88,56.49,8.34,11.22,3.1,986.06,70.4,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,795375,2018-07-24 08:08:48:028
-1.2965,-1.0858,10.149,-1.9272,-1.388,9.5147,0.6307,0.3022,0.6343,0.0202,-0.0096,0.0149,0,-11.94,10.5,-9,53.67,8.22,11.56,3.1,986.03,70.796,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,795875,2018-07-24 08:08:48:528
-1.306,-1.4066,9.3326,-1.8663,-1.3449,9.533,0.5603,-0.0617,-0.2004,0.0043,-0.114,0.0032,0,-12.06,10.74,-8.88,53.47,7.75,11.37,3.1,986.02,70.994,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,796375,2018-07-24 08:08:49:028
-0.8882,-1.2761,10.1371,-1.621,-1.3447,9.5778,0.7327,0.0686,0.5592,0.0075,0.0256,0.0043,0,-12.18,10.86,-9.06,53.28,7.92,9.64,3.1,985.99,70.047,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,796875,2018-07-24 08:08:49:528
