ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.7809,-0.3747,9.6415,-1.8546,-0.2309,9.6269,-1.2195,-0.2324,0.0804,-0.0128,-0.0298,0.2024,0,-1.86,13.92,-12.54,17.92,1.49,10.9,3.1,987.91,66.836,42.394703,-83.28179,509.68,623.7086607,,0,48.935486,,13 / 20,42016,2018-07-24 07:56:14:669
-2.5606,0.2945,9.7324,-1.8267,-0.1744,9.6334,-0.7339,0.4689,0.099,-0.0352,-0.0714,0.212,0,-0.24,12.3,-12.3,10.67,1.02,10.67,3.1,987.89,69.029,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,42516,2018-07-24 07:56:15:169
-2.6815,-0.3124,10.0592,-1.7965,-0.1895,9.6388,-0.885,-0.123,0.4204,-0.0383,-0.0522,0.1917,0,0.72,10.92,-11.64,6.34,1.1,10.47,3.1,987.88,67.754,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,43016,2018-07-24 07:56:15:669
-2.4684,-0.1401,7.944,-1.8789,-0.3147,9.6198,-0.5895,0.1747,-1.6759,0.0096,0.0863,0.1459,0,0.84,9.42,-11.94,8.52,1.87,10.91,3.1,987.9,69.997,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,43516,2018-07-24 07:56:16:169
-1.5119,-0.0802,9.5181,-2.2498,-0.1349,9.5441,-0.3946,-0.0458,-0.2738,-0.0469,-0.1055,0.1065,0,1.14,8.34,-11.76,13.38,0.84,13.65,3.1,987.83,71.646,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,44016,2018-07-24 07:56:16:669
-1.7107,-0.4741,10.2316,-1.7813,-0.0656,9.6433,-0.2011,0.1721,-0.203,-0.0224,-0.0234,0.0426,0,1.14,6.72,-10.68,8.78,0.4,10.75,3.1,987.88,71.205,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,44516,2018-07-24 07:56:17:169
-2.0662,0.3077,9.5062,-1.74,-0.0606,9.6509,-0.3262,0.3682,-0.1447,-0.0181,-0.0053,0.0394,0,0.54,6.6,-11.22,7.92,0.27,10.21,3.1,987.88,69.624,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,45015,2018-07-24 07:56:17:668
-1.0475,-0.5076,10.2412,-1.4262,-0.2609,9.6989,-0.0116,0.2657,0.2993,-0.0107,-0.0842,0.0192,0,0.54,6.12,-11.94,9.46,1.27,9.31,3.1,987.89,71.53,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,45515,2018-07-24 07:56:18:168
-1.5024,-0.0862,10.6566,-1.4988,-0.3699,9.6844,-0.9589,-0.4285,-0.3266,0.0043,-0.0064,-0.0032,0,0.42,6.06,-12.24,17.81,2.16,8.54,3.1,987.88,70.476,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,46015,2018-07-24 07:56:18:668
-2.2422,-0.9002,8.1642,-1.7214,-0.4821,9.6423,0.3327,-0.5845,-0.3564,-0.0053,-0.2344,0.0501,0,0.6,5.52,-11.94,11.54,2.55,10.08,3.1,987.85,71.7,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,46516,2018-07-24 07:56:19:169
-1.8531,-0.2957,7.9248,-1.9225,-0.5104,9.6028,-0.5255,-0.2666,-0.7287,0.0011,0.0735,0.0575,0,0.72,5.46,-11.58,17.45,2.95,11.32,3.1,987.86,72.077,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,47016,2018-07-24 07:56:19:669
-1.5275,-0.9373,9.5241,-1.7774,-0.5126,9.6306,1.046,-0.0536,-0.802,-0.0554,0,0.0011,0,0.84,5.34,-10.98,13.7,2.93,10.81,3.1,987.79,71.45,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,47516,2018-07-24 07:56:20:169
-1.4724,-0.644,10.9403,-1.6839,-0.6353,9.6401,0.3958,0.2103,0.8657,0.0075,0.0703,-0.016,0,1.68,5.22,-10.56,358.2,3.76,9.62,3.1,987.84,70.858,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,48016,2018-07-24 07:56:20:669
-1.0523,-0.6321,10.337,-1.348,-0.752,9.6844,0.4526,-1.149,-1.519,-0.0096,-0.0075,-0.0309,0,1.02,5.16,-11.1,8.67,4.12,8.51,3.1,987.85,71.08,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,48515,2018-07-24 07:56:21:168
-1.2186,-1.0882,9.3889,-1.4371,-0.8154,9.6665,0.386,0.7221,0.4598,-0.0138,-0.0107,-0.0064,0,0.42,5.22,-11.58,23.68,4.61,8.47,3.1,987.82,71.759,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,13 / 20,49015,2018-07-24 07:56:21:668
-0.814,-1.0008,8.7747,-1.0824,-0.9185,9.7034,0.2683,-0.0823,-0.9286,-0.032,-0.0469,0.0149,0,0.84,5.22,-10.38,1.7,5.18,6.4,3.1,987.83,71.902,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,49516,2018-07-24 07:56:22:169
-2.4888,-1.4042,10.4878,-1.1271,-0.8701,9.7027,-1.3617,-0.5341,0.7851,0.0149,-0.0629,0.0043,0,0.78,5.28,-11.58,5.1,5.11,6.42,3.1,987.84,71.31,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,50015,2018-07-24 07:56:22:668
-1.2234,-1.1815,9.6031,-1.4634,-0.9199,9.6531,0.24,-0.2616,-0.05,-0.0202,-0.0575,0.0011,0,0.66,5.4,-11.34,9.46,5.35,8.61,3.1,987.79,70.513,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,50517,2018-07-24 07:56:23:170
-1.1396,-0.5997,9.0812,-1.3849,-0.9847,9.6583,0.2453,0.385,-0.5771,0.0288,0.1491,0.0032,0,0.66,5.28,-10.68,7.5,5.67,7.85,3.1,987.81,70.369,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,51017,2018-07-24 07:56:23:670
-1.1983,-0.6404,9.3063,-1.7534,-0.9455,9.6022,-0.0997,0.0345,-0.4396,0.0064,0.1619,-0.0138,0,0.96,4.62,-10.56,12.72,5.4,9.82,3.1,987.8,72.257,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,51516,2018-07-24 07:56:24:169
-1.4952,-1.0654,9.5361,-1.732,-0.9883,9.6018,0.2368,-0.0771,-0.0657,0.0138,0.0522,0.0096,0,0.72,6,-10.26,9.53,5.8,10.46,3.1,987.84,71.555,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,52015,2018-07-24 07:56:24:668
-2.2769,-2.0554,8.7281,-1.5604,-1.1053,9.6184,-0.7165,-0.9501,-0.8904,0.033,-0.0128,-0.0117,0,-0.48,6.06,-11.1,21.89,6.26,10.06,3.1,987.82,71.552,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,52516,2018-07-24 07:56:25:169
-1.506,-0.9002,9.1327,-1.2127,-1.2852,9.6461,0.3759,1.0326,0.3712,0.0213,-0.0778,-0.0085,0,-0.3,6.12,-11.64,19.36,7.6,7.36,3.1,987.8,71.138,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,53016,2018-07-24 07:56:25:669
-2.375,-0.5124,9.2213,-1.1392,-1.2016,9.6659,-0.8863,0.7826,0.3814,0,-0.0863,0,0,0.3,6.12,-11.82,16.57,7.23,6.34,3.1,987.8,71.856,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,53516,2018-07-24 07:56:26:169
-0.8523,-0.8823,8.9088,-1.2113,-1.1071,9.6684,0.1375,0.3026,-0.0054,0.0021,-0.0011,0.0064,0,-0.06,6.06,-11.34,15.46,6.55,6.81,3.1,987.81,72.034,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,54016,2018-07-24 07:56:26:669
-1.8543,-1.2881,10.5297,-1.1167,-1.1634,9.6731,-0.3988,0.0968,0.5285,0.0181,0.0309,0.0192,0,-0.3,6.18,-11.58,17.62,7.04,6.83,3.1,987.81,73.324,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,54516,2018-07-24 07:56:27:169
-1.6628,-2.0602,8.7664,-1.2462,-1.118,9.6627,-0.4166,-0.9422,-0.8963,0.0149,0.2759,0.0075,0,0.72,6.18,-11.88,5.95,6.67,7.03,3.1,987.8,72.205,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,55016,2018-07-24 07:56:27:669
-1.6173,-1.3479,9.8857,-1.3529,-1.1465,9.645,-0.2644,-0.2015,0.2407,-0.0533,-0.0852,0.0085,0,1.32,6.12,-11.7,9.8,6.7,8.51,3.1,987.81,72.2,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,55516,2018-07-24 07:56:28:169
-2.4146,-1.4485,5.3882,-1.4377,-1.1134,9.6366,1.9285,-0.4667,1.4426,0.0245,-0.1672,0.0437,0,0.18,6.12,-11.58,21,6.52,8.49,3.1,987.82,73.765,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,56016,2018-07-24 07:56:28:669
-0.9852,-1.3001,9.7827,-1.3366,-1.1765,9.6436,0.3645,-0.2265,-1.5249,-0.0053,0.1577,0.0011,0,0.42,6.18,-11.52,18.78,6.77,7.42,3.1,987.8,72.576,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,56516,2018-07-24 07:56:29:169
-1.2127,-1.4425,9.5708,-1.2878,-1.3236,9.6312,-0.6755,-0.4768,-0.4889,-0.0575,-0.0533,-0.0075,0,0.3,6.18,-12.06,20.56,7.34,7.96,3.1,987.79,72.253,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,15 / 20,57016,2018-07-24 07:56:29:669
-1.9501,-1.2306,8.3438,-1.2772,-1.4192,9.619,-0.0216,-0.2173,-0.7557,-0.0096,0.0852,-0.0138,0,0.06,6.12,-12.24,20.4,8.2,7.56,3.1,987.84,71.851,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,20-Dec,57516,2018-07-24 07:56:30:169
-2.4828,-0.9194,7.7895,-1.5864,-1.3224,9.5867,-0.8964,0.403,-1.7972,0.016,0.0842,0.0043,0,-0.06,6.06,-12.24,24.7,7.76,9.59,3.1,987.79,71.84,42.394733,-83.28197,500,623.5641328,,16.09,29.361288,299.3,20-Dec,58015,2018-07-24 07:56:30:668
-1.992,0.2454,10.5105,-1.5812,-1.1891,9.605,-0.1654,0.0183,0.7212,-0.0298,0.0916,-0.0011,0,0.24,6.18,-11.76,24.46,7.07,9.82,3.1,987.85,70.818,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,58515,2018-07-24 07:56:31:168
-1.0139,-1.2629,9.5732,-1.882,-1.2069,9.5484,-0.1758,-0.4942,-1.6451,-0.0543,0.3089,0.0043,0,0.06,5.88,-11.52,27.26,7.01,11.19,3.1,987.86,74.243,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,59016,2018-07-24 07:56:31:669
-1.5083,-1.3838,7.1084,-1.6957,-1.391,9.5583,0.1873,0.0071,-2.4499,-0.0149,0.4165,-0.016,0,0,5.76,-11.04,23.56,8.21,10.03,3.1,987.84,71.212,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,59515,2018-07-24 07:56:32:168
-1.1121,-1.8196,8.7604,-1.6995,-1.514,9.5389,0.6401,-0.2182,0.9046,0.0277,0.2876,0.0064,0,0.18,5.7,-11.16,25.35,8.86,10.58,3.1,987.83,72.205,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,60016,2018-07-24 07:56:32:669
-2.2913,-1.312,10.7907,-1.7754,-1.5577,9.518,0.7399,1.0836,-1.3873,0.0639,-0.0629,0,0,0.48,5.58,-12.78,29.81,9,9.96,3.1,987.82,73.123,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,60515,2018-07-24 07:56:33:168
-1.6688,-2.1536,8.2169,-1.5801,-1.4908,9.563,-0.0886,-0.6628,-1.3461,-0.0383,0.0682,-0.0064,0,0.48,5.4,-12.3,30.11,8.52,8.86,3.1,987.86,73.326,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,61016,2018-07-24 07:56:33:669
-1.2881,-1.4808,9.0154,-1.6217,-1.5502,9.5466,-0.1261,-0.1245,0.7652,-0.0373,-0.1662,0.017,0,-0.18,5.58,-12.36,27.72,8.92,10.33,3.1,987.84,71.483,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,61516,2018-07-24 07:56:34:169
-1.3599,-0.9182,10.7057,-1.7566,-1.5264,9.5265,0.0221,0.3174,-1.2605,-0.0575,0.1949,-0.017,0,-0.06,5.7,-11.22,24.42,8.84,10.14,3.1,987.84,70.193,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,62015,2018-07-24 07:56:34:668
-0.644,-1.2917,9.5972,-1.3556,-1.4206,9.6081,-1.0961,-0.5474,-1.5312,-0.0011,0.2248,-0.0192,0,1.44,5.82,-11.04,8.66,8.34,8.62,3.1,987.87,72.13,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,62515,2018-07-24 07:56:35:168
-0.9182,-1.1169,8.7005,-1.4389,-1.4106,9.5974,0.7481,0.0758,-0.2864,0.0234,0.0905,-0.0352,0,0.72,5.7,-10.98,8.48,8.21,8.57,3.1,987.83,71.072,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,63016,2018-07-24 07:56:35:669
-1.6771,-2.1201,9.5589,-1.4063,-1.5853,9.5749,-0.2708,-0.5348,-0.0161,0.0575,-0.0852,-0.0245,0,-0.6,5.64,-11.64,33.19,8.8,8.21,3.1,987.84,72.67,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,63516,2018-07-24 07:56:36:169
-0.9816,-0.6009,11.2312,-1.2621,-1.7319,9.5697,-1.611,0.0547,0.8858,0.0213,-0.0394,-0.0011,0,-0.54,5.88,-11.82,34.23,9.85,7.98,3.1,987.8,72.287,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,64016,2018-07-24 07:56:36:669
-0.9409,-1.8256,8.6969,-1.4731,-1.8042,9.526,0.7632,-0.1435,0.617,0.0288,-0.0053,0.0096,0,-0.3,6,-11.82,27.45,10.8,9.15,3.1,987.87,70.312,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,64516,2018-07-24 07:56:37:169
-2.8132,-2.3224,8.2109,-1.6226,-1.8395,9.4949,0.0592,0.6568,2.3372,0.0895,-0.3569,0.0096,0,0.24,5.94,-11.76,29.13,10.95,9.74,3.1,987.86,73.402,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,20-Dec,65016,2018-07-24 07:56:37:669
-1.3132,-2.0554,9.7372,-1.6855,-1.9062,9.4708,0.3723,-0.1492,0.2664,0.0426,-0.0618,-0.0011,0,0.78,5.76,-12.06,16.67,11.12,9.86,3.1,987.89,70.272,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,65516,2018-07-24 07:56:38:169
-2.1368,-2.7007,9.8426,-1.4713,-2.4226,9.3881,-0.6656,-0.2781,0.4544,-0.0011,0.1087,0.0128,0,1.26,5.82,-12.24,17.12,14.17,8.98,3.1,987.88,70.92,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,66015,2018-07-24 07:56:38:668
-1.239,-3.4261,8.2241,-1.7066,-2.7031,9.271,0.4676,-0.723,-1.0469,-0.0352,0.1055,0.0213,0,1.86,5.7,-12.24,4.31,15.71,10.34,3.1,987.86,71.122,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,66516,2018-07-24 07:56:39:169
-0.9852,-3.3914,8.5557,-1.8879,-3.0871,9.1146,-0.1759,0.0021,0.4586,-0.0181,0.0394,0.0043,0,2.04,5.52,-12.48,12.35,18.02,11.47,3.1,987.9,68.684,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,67016,2018-07-24 07:56:39:669
-2.0877,-3.6464,8.6981,-1.7411,-3.2436,9.0894,-0.3467,-0.4028,-0.3913,0.0117,0.0831,0,0,2.04,5.46,-12.36,26.37,19.18,11.16,3.1,987.91,70.234,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,67516,2018-07-24 07:56:40:169
-2.2158,-3.8415,8.9088,-1.7894,-3.3921,9.0256,-0.4264,-0.4494,-0.1168,0.0053,-0.0043,-0.0085,0,1.86,5.28,-12.36,37.53,20,11.42,3.1,987.89,69.149,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,68016,2018-07-24 07:56:40:669
-2.2362,-3.3471,9.7025,-1.7793,-3.4768,8.9953,0.0698,-0.5646,0.4606,-0.0309,0.0479,0,0,1.8,5.16,-12.3,44.74,20.67,11.26,3.1,987.91,67.305,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,68517,2018-07-24 07:56:41:170
-1.7382,-4.0211,8.4886,-1.7642,-3.5868,8.955,0.1014,3.00E-04,0.684,0.0256,-0.0916,-0.0021,0,1.68,5.1,-12.18,59.29,21.36,11.27,3.1,987.92,64.484,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,69015,2018-07-24 07:56:41:668
-1.6628,-3.626,9.3278,-1.8058,-3.5674,8.9545,-0.5226,0.34,0.0944,0.0309,0.0128,-0.0107,0,1.56,4.86,-11.64,62.36,21.48,11.26,3.1,987.91,63.571,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,69516,2018-07-24 07:56:42:169
-1.7597,-2.8814,9.2895,-1.7819,-3.418,9.0173,-0.197,0.4636,0.2315,0.0138,0.0213,0.0053,0,1.26,4.86,-11.46,55,20.65,11.17,3.1,987.92,65.894,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,70016,2018-07-24 07:56:42:669
-1.7657,-2.6061,9.244,-1.8129,-3.274,9.0645,-0.0414,0.4033,0.0167,0.0021,0.0075,0.0032,0,0.84,4.62,-11.46,48.85,19.64,11.25,3.1,987.87,63.108,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,70516,2018-07-24 07:56:43:169
-1.6257,-1.3024,9.4152,-1.8392,-2.9721,9.1626,0.2327,1.6769,0.0706,-0.0064,-0.0138,0.0064,0,1.08,4.14,-11.46,73.57,18.3,11.35,3.1,987.91,62.917,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,71016,2018-07-24 07:56:43:669
-1.9213,-1.4257,9.396,-1.8387,-2.3086,9.352,0.2286,0.932,0.2811,-0.0256,-0.0277,-0.0202,0,1.02,3.3,-11.52,88.51,13.91,10.99,3.1,987.9,59.932,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,71516,2018-07-24 07:56:44:169
-1.4724,-1.0307,8.9914,-1.7544,-2.0664,9.4246,0.1287,0.9327,0.4144,-0.0256,-0.016,-0.0469,0,1.08,4.98,-11.64,28.22,12.38,10.68,3.1,987.89,55.793,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,72015,2018-07-24 07:56:44:668
-1.8148,-0.8823,8.7352,-1.6185,-1.6714,9.5267,0.024,0.8275,0.1459,0.0863,0.1033,-0.0874,0,0.84,6.78,-11.52,12.48,10.08,9.82,3.1,987.89,59.419,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,72516,2018-07-24 07:56:45:169
-1.3731,-0.1137,9.42,-1.5178,-1.0294,9.6336,0.3064,0.9037,-0.0089,0.0383,0.0352,-0.1321,0,0.36,7.02,-11.28,16.86,6.35,9.12,3.1,987.95,58.584,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,16 / 20,73016,2018-07-24 07:56:45:669
-0.917,0.0898,9.7121,-1.3585,-0.6606,9.6896,-0.807,-0.1343,0.0536,-0.0586,0.0117,-0.1577,0,0.12,7.32,-11.04,13.28,3.7,7.75,3.1,987.87,59.714,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,18 / 20,73516,2018-07-24 07:56:46:169
-2.3559,0.2119,9.8833,-1.3718,-0.2662,9.7066,0.1735,1.0503,0.5789,-0.0224,0.0735,-0.0671,0,-0.9,8.52,-10.92,15.61,1.74,7.47,3.1,987.93,67.794,42.39453,-83.28404,487.1,623.5641328,,50.83,53.829033,266.9,18 / 20,74016,2018-07-24 07:56:46:669
-0.6333,-0.2334,11.3377,-1.4884,0.0095,9.693,0.8552,-0.2429,1.6447,0.1108,-0.0085,-0.0032,0,-1.32,10.14,-10.92,14.81,0.13,8.63,3.1,987.94,67.28,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,74516,2018-07-24 07:56:47:169
-2.9532,0.4214,9.2452,-1.5574,0.0419,9.6821,-1.3959,0.3795,-0.4369,-0.0618,-0.1012,-0.0053,0,-1.44,10.26,-11.16,14.88,-0.26,8.8,3.1,987.94,66.443,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,75016,2018-07-24 07:56:47:669
-1.9297,-0.2622,9.3913,-1.7762,-0.0378,9.6444,-0.8921,0.1001,1.0529,-0.0021,-0.1609,0.0373,0,-1.38,9.84,-11.28,16.16,0.11,9.98,3.1,987.91,70.307,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,75516,2018-07-24 07:56:48:169
-1.7849,-0.656,9.4344,-1.7326,-0.0764,9.6521,0.162,-0.9507,-0.8809,0.0618,-0.032,0.0852,0,-0.96,9.48,-11.34,18.57,0.63,10.48,3.1,987.93,71.682,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,76016,2018-07-24 07:56:48:669
-2.2601,-2.1775,10.1933,-2.0187,-0.7176,9.5698,0.1285,-1.4814,-0.9841,-0.0011,-0.2333,0.0788,0,-0.24,9,-11.7,16.76,4.1,11.79,3.1,987.96,72.672,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,76516,2018-07-24 07:56:49:169
-3.8211,-2.6791,10.6303,-2.2967,-1.208,9.4571,-1.5245,-1.4711,1.1732,-0.1065,0.2162,0.0703,0,-0.18,7.62,-11.52,22.83,6.96,13.23,3.1,987.92,71.804,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,77016,2018-07-24 07:56:49:669
-3.4058,-1.9106,9.5624,-2.5603,-1.1897,9.3915,-0.8454,-0.7209,0.171,-0.0277,-0.1044,0.1321,0,-0.12,7.56,-11.16,23.2,6.87,15.07,3.1,987.91,71.083,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,77515,2018-07-24 07:56:50:168
-3.2286,-0.723,9.3697,-2.7918,-1.1885,9.3254,-0.4368,0.4655,0.0443,-0.017,-0.0479,0.2226,0,0.24,7.02,-10.98,29.06,7.21,16.5,3.1,987.9,66.919,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,78016,2018-07-24 07:56:50:669
-3.0035,-0.255,8.6754,-2.8492,-0.9812,9.3322,-0.1747,0.5885,0.1417,-0.0362,-0.0053,0.2386,0,0.48,4.62,-10.86,39.14,5.9,16.73,3.1,987.91,69.359,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,78516,2018-07-24 07:56:51:169
-1.8435,-0.0539,9.7803,-2.6897,-0.8721,9.3902,0.8462,0.8182,0.3901,-0.0032,-0.0714,0.1012,0,0.6,3.48,-10.92,45.86,5.17,16,3.1,987.9,65.432,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,79016,2018-07-24 07:56:51:669
-2.5271,-0.808,9.5241,-2.4545,-0.6946,9.4691,-0.0725,-0.1135,0.0551,-0.0032,-0.0224,0.0501,0,-0.12,1.32,-10.68,85.33,4.14,14.76,3.1,987.87,64.012,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,79516,2018-07-24 07:56:52:169
-1.0942,0.0814,9.5217,-2.2004,-0.6363,9.5354,0.8908,0.8649,-0.101,-0.0192,0.0053,0.0373,0,-0.3,1.2,-10.62,83.78,3.88,13.17,3.1,987.84,61.875,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,80016,2018-07-24 07:56:52:669
-1.9154,-0.4561,9.6115,-1.8651,-0.4686,9.6162,-0.0502,0.0125,-0.0047,-0.0181,-0.016,0.0011,0,-0.54,1.02,-11.28,80.61,2.66,10.94,3.1,987.85,68.311,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,80516,2018-07-24 07:56:53:169
-1.5036,-0.8727,9.074,-1.7926,-0.5606,9.6251,0.2136,-0.342,0.8136,0.0032,-0.13,0.0064,0,-0.66,0.66,-11.4,82.14,3.14,10.67,3.1,987.86,65.065,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,81015,2018-07-24 07:56:53:668
-1.4449,-0.1125,10.0149,-1.5797,-0.6619,9.6559,0.0343,-0.5257,-0.7016,-0.0021,0.0202,0.0021,0,-0.9,0.42,-11.46,104.38,3.86,9.52,3.1,987.82,65.387,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,81516,2018-07-24 07:56:54:169
-1.6556,-0.5291,10.5572,-1.6115,-0.6149,9.6538,-0.238,-0.4374,-0.8479,-0.017,0.0905,0.0138,0,-1.2,0.48,-11.52,104.25,3.62,9.19,3.1,987.84,66.46,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,18 / 20,82016,2018-07-24 07:56:54:669
-1.1815,-0.3244,9.5409,-1.584,-0.6336,9.6571,0.5641,0.0099,-0.9123,-0.0032,-0.0064,0.0288,0,-1.08,0.48,-11.46,103.87,3.65,9.28,3.1,987.76,65.679,42.394653,-83.28601,506.45,622.5241522,,12.71,44.041935,283.6,17 / 20,82516,2018-07-24 07:56:55:169
